year,event,discipline,gender,round_name,rank,athlete,country,score,points,start_date,end_date,scraped_at
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,1.0,Dohyun LEE,KOR,99.3,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,2.0,Sorato ANRAKU,JPN,84.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,3.0,Mejdi SCHALCK,FRA,69.3,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,4.0,Oren PRIHED,ISR,69.1,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,5.0,Sam AVEZOU,FRA,68.8,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,6.0,Meichi NARASAKI,JPN,68.3,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,7.0,Tomoa NARASAKI,JPN,59.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,7.0,Paul JENFT,FRA,59.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,9.0,Sohta AMAGASA,JPN,59.3,,2025-04-18,2025-04-20,2025-08-21T22:30:40.640102
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,10.0,Dayan AKHTAR,GBR,59.1,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,11.0,Rei SUGIMOTO,JPN,44.8,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,12.0,Thorben Perry BLOEM,GER,44.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,13.0,Leo FAVOT,FRA,43.5,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,14.0,Ziqi XU,CHN,43.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,15.0,Toby ROBERTS,GBR,39.5,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,16.0,Anze PEHARC,SLO,38.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,17.0,Jan-Luca POSCH,AUT,38.2,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,18.0,Nikolay RUSEV,BUL,34.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,18.0,Colin DUFFY,USA,34.4,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,20.0,Yuji FUJIWAKI,JPN,29.6,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,21.0,Benjamin HANNA,USA,25.0,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,22.0,Alexander WALLER,USA,24.5,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,23.0,Jiahao FU,CHN,19.5,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semi-final,24.0,Hannes VAN DUYSEN,BEL,10.0,,2025-04-18,2025-04-20,2025-08-21T22:30:40.641103
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,1.0,Sorato ANRAKU,JPN,99.7,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,2.0,Dohyun LEE,KOR,99.3,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,3.0,Meichi NARASAKI,JPN,83.9,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,4.0,Tomoa NARASAKI,JPN,69.6,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,5.0,Mejdi SCHALCK,FRA,69.5,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,6.0,Sam AVEZOU,FRA,69.5,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,7.0,Paul JENFT,FRA,44.6,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,8.0,Oren PRIHED,ISR,29.7,,2025-04-18,2025-04-20,2025-08-21T22:30:41.440354
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,1.0,Oriane BERTONE,FRA,84.7,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,2.0,Oceania MACKENZIE,AUS,69.5,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,3.0,Annie SANDERS,USA,69.3,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,3.0,Melody SEKIKAWA,JPN,69.3,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,5.0,Miho NONAKA,JPN,54.7,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,6.0,Mao NAKAMURA,JPN,45.0,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,7.0,Erin MCNEICE,GBR,44.9,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,8.0,Chaehyun SEO,KOR,39.4,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,9.0,Mashiro KUZUU,JPN,34.6,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,10.0,Jennifer Eucharia BUCKLEY,SLO,29.9,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,11.0,Anna Maria APEL,GER,29.8,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,11.0,Katja DEBEVEC,SLO,29.8,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,11.0,Cloe COSCOY,USA,29.8,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,11.0,Anon MATSUFUJI,JPN,29.8,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,11.0,Kyra CONDIE,USA,29.8,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,11.0,Yuetong ZHANG,CHN,29.8,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,17.0,Lea KEMPF,AUT,29.6,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,17.0,Sofya YOKOYAMA,SUI,29.6,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,17.0,Agathe CALLIET,FRA,29.6,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,17.0,Maya STASIUK,AUS,29.6,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,21.0,Futaba ITO,JPN,29.5,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,22.0,Sara COPAR,SLO,29.4,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,23.0,Zoe PEETERMANS,GBR,29.3,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,24.0,Adriene Akiko CLARK,USA,28.9,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Semi-final,25.0,Roxana WIENAND,GER,19.8,,2025-04-18,2025-04-20,2025-08-21T22:30:42.500502
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,1.0,Annie SANDERS,USA,54.7,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,2.0,Oriane BERTONE,FRA,44.9,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,3.0,Erin MCNEICE,GBR,44.8,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,4.0,Mao NAKAMURA,JPN,44.4,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,5.0,Miho NONAKA,JPN,44.1,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,6.0,Melody SEKIKAWA,JPN,29.6,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,7.0,Chaehyun SEO,KOR,19.6,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Final,8.0,Oceania MACKENZIE,AUS,9.9,,2025-04-18,2025-04-20,2025-08-21T22:30:43.285935
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,1.0,Sorato ANRAKU,JPN,49+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,1.0,Alberto GINÉS LÓPEZ,ESP,49+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,3.0,Filip SCHENK,ITA,49+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,4.0,Neo SUZUKI,JPN,47+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,4.0,Satone YOSHIDA,JPN,47+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,6.0,Yufei PAN,CHN,47+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,7.0,Luka POTOCAR,SLO,46,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,8.0,Yannick FLOHÉ,GER,45,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,9.0,Jonas UTELLI,SUI,42+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,10.0,Hannes VAN DUYSEN,BEL,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,11.0,Taisei HOMMA,JPN,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,12.0,Giovanni PLACCI,ITA,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,13.0,Jesse GRUPPER,USA,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,14.0,Shion OMATA,JPN,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,15.0,Toby ROBERTS,GBR,41,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,16.0,Dohyun LEE,KOR,41,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,17.0,Sascha LEHMANN,SUI,41,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,18.0,Max BERTONE,FRA,40+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,19.0,Giorgio TOMATIS,ITA,40+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,20.0,Sam AVEZOU,FRA,40,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,21.0,Hiroto SHIMIZU,JPN,40,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,22.0,Yannick NAGEL,GER,36+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,23.0,Joonha SHIN,KOR,29+,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Semi-final,24.0,Nino GRÜNENFELDER,SUI,28,,2025-04-25,2025-04-27,2025-08-21T22:30:44.498323
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,1.0,Sorato ANRAKU,JPN,TOP,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,2.0,Neo SUZUKI,JPN,40+,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,3.0,Alberto GINÉS LÓPEZ,ESP,39+,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,4.0,Satone YOSHIDA,JPN,33,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,5.0,Yufei PAN,CHN,32+,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,6.0,Luka POTOCAR,SLO,32,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,7.0,Filip SCHENK,ITA,28+,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Men,Final,8.0,Yannick FLOHÉ,GER,28+,,2025-04-25,2025-04-27,2025-08-21T22:30:45.256127
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,1.0,Erin MCNEICE,GBR,TOP,,2025-04-25,2025-04-27,2025-08-21T22:30:46.196526
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,1.0,Annie SANDERS,USA,TOP,,2025-04-25,2025-04-27,2025-08-21T22:30:46.196526
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,1.0,Chaehyun SEO,KOR,TOP,,2025-04-25,2025-04-27,2025-08-21T22:30:46.196526
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,4.0,Laura ROGORA,ITA,TOP,,2025-04-25,2025-04-27,2025-08-21T22:30:46.196526
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,5.0,Oceania MACKENZIE,AUS,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.196526
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,6.0,Yuetong ZHANG,CHN,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,7.0,Anna Maria APEL,GER,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,8.0,Hélène JANICOT,FRA,41+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,9.0,Mia KRAMPL,SLO,40,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,10.0,Sara COPAR,SLO,39+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,11.0,Rosa REKAR,SLO,39+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,12.0,Jennifer Eucharia BUCKLEY,SLO,39,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,13.0,Mattea PÖTZI,AUT,37+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,14.0,Tereza SIRUCKOVA,CZE,37,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,15.0,Heloïse DOUMONT,BEL,36,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,16.0,Chaeyeong KIM,KOR,34+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,17.0,Juha KIM,KOR,34+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,18.0,Sukma LINTANG CAHYANI,INA,33,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,19.0,Flora OBLASSER,AUT,31+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,20.0,Ilaria SCOLARIS,ITA,31+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,21.0,Maya MADERE,USA,24+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,22.0,Natsumi ODA,JPN,24+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,23.0,Natsuki TANII,JPN,23+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Semi-final,24.0,Vita LUKAN,SLO,23+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.197527
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,1.0,Erin MCNEICE,GBR,41 (4:26),,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,1.0,Chaehyun SEO,KOR,41 (4:26),,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,3.0,Annie SANDERS,USA,39+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,4.0,Laura ROGORA,ITA,34+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,5.0,Oceania MACKENZIE,AUS,34+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,6.0,Yuetong ZHANG,CHN,33+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,7.0,Hélène JANICOT,FRA,33+,,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Lead,Women,Final,8.0,Anna Maria APEL,GER,21,,2025-04-25,2025-04-27,2025-08-21T22:30:46.961517
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,1.0,Jianguo LONG,CHN,4.88,,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,2.0,Hryhorii ILCHYSHYN,UKR,4.98,,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,3.0,Kiromal KATIBIN,INA,4.75,,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,4.0,Samuel WATSON,USA,5.04,,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,5.0,Shouhong CHU,CHN,5.11 (4.99),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,6.0,Matteo ZURLONI,ITA,5.03,,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,7.0,Yaroslav TKACH,UKR,FALL (5.09),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,8.0,Amir MAIMURATOV,KAZ,FALL (5.11),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,9.0,Zach HAMMER,USA,6.87 (4.96),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,10.0,Dingfeng ZHANG,CHN,FALL (5.05),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,11.0,Xu LI,CHN,5.19 (5.10),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,12.0,Sebastian LUCKE,GER,7.22 (5.11),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,13.0,Jie YANG,CHN,7.99 (5.12),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,14.0,Erik NOYA CARDONA,ESP,5.41 (5.13),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,15.0,Ryo OMASA,JPN,FALSE START (5.14),,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Men,Final,16.0,Zechuan SHI,CHN,5.16,,2025-04-25,2025-04-27,2025-08-21T22:30:47.970176
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,1.0,Shaoqin ZHANG,CHN,6.32,,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,2.0,Jimin JEONG,KOR,6.37,,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,3.0,Lijuan DENG,CHN,6.34,,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,4.0,Emma HUNT,USA,6.39,,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,5.0,Desak MADE RITA KUSUMA DEWI,INA,6.60 (6.37),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,6.0,Aleksandra MIROSLAW,POL,6.86 (6.43),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,7.0,Natalia KALUCKA,POL,6.56 (6.50),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,8.0,Shixue MENG,CHN,6.55,,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,9.0,Yafei ZHOU,CHN,8.20 (6.58),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,10.0,Yumei QIN,CHN,FALL (6.63),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,11.0,Mi YANG,CHN,10.64 (6.74),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,12.0,Mengli ZHANG,CHN,9.23 (6.94),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,13.0,Xinyue SHI,CHN,FALL (7.00),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,14.0,Feiyan YANG,CHN,7.40 (7.10),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,15.0,Beatrice COLLI,ITA,7.25 (7.11),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Wujiang 2025,Speed,Women,Final,16.0,Guizhen XIE,CHN,7.13 (7.11),,2025-04-25,2025-04-27,2025-08-21T22:30:48.796874
2025,IFSC World Cup Bali 2025,Lead,Men,Semi-final,1.0,Satone YOSHIDA,JPN,36+,,2025-05-02,2025-05-04,2025-08-21T22:30:50.005134
