year,event,discipline,gender,round_name,rank,athlete,country,score,points,start_date,end_date,scraped_at
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,11.0,Lily ABRIAT,FRA,44.8,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,12.0,Camilla MORONI,ITA,44.3,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,13.0,Yuetong ZHANG,CHN,39.6,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,14.0,Agathe CALLIET,FRA,39.5,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,15.0,Madison RICHARDSON,CAN,29.8,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,16.0,Emma EDWARDS,GBR,29.7,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,17.0,Geila MACIÀ MARTÍN,ESP,29.5,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,18.0,Stella GIACANI,ITA,29.4,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,18.0,Giorgia TESIO,ITA,29.4,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,20.0,Lucile SAUREL,FRA,29.3,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,21.0,Irina DAZIANO,ITA,19.8,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,21.0,Lucija TARKUS,SLO,19.8,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,23.0,Kaho MURAKOSHI,JPN,19.6,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Semi-final,24.0,Anastasiia KOBETS,UKR,19.5,,2025-06-13,2025-06-15,2025-08-21T22:31:10.496553
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,1.0,Erin MCNEICE,GBR,99.5,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,2.0,Annie SANDERS,USA,84.4,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,3.0,Miho NONAKA,JPN,84.3,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,4.0,Zélia AVEZOU,FRA,74.3,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,5.0,Mao NAKAMURA,JPN,69.7,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,6.0,Anon MATSUFUJI,JPN,69.6,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,6.0,Oceania MACKENZIE,AUS,69.6,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Bern 2025,Boulder,Women,Final,8.0,Melody SEKIKAWA,JPN,54.0,,2025-06-13,2025-06-15,2025-08-21T22:31:11.326878
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,1.0,Sorato ANRAKU,JPN,84.8,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,2.0,Dohyun LEE,KOR,84.5,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,3.0,Mejdi SCHALCK,FRA,54.5,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,4.0,Sohta AMAGASA,JPN,54.4,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,5.0,Toby ROBERTS,GBR,54.1,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,6.0,Maximillian MILNE,GBR,44.9,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,7.0,Nicolai UZNIK,AUT,39.8,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,7.0,Hannes VAN DUYSEN,BEL,39.8,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,9.0,Anze PEHARC,SLO,39.7,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,10.0,Yusuke SUGIMOTO,JPN,39.6,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,10.0,Lukas MOKROLUSKY,CZE,39.6,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,12.0,Paul JENFT,FRA,39.5,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,13.0,Dayan AKHTAR,GBR,39.3,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,14.0,Meichi NARASAKI,JPN,39.2,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,15.0,Cheung-Chi Shoji CHAN,HKG,39.1,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,16.0,Colin DUFFY,USA,34.5,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,17.0,Jack MACDOUGALL,GBR,29.8,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,17.0,Yufei PAN,CHN,29.8,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,19.0,Luca BOLDRINI,ITA,29.7,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,20.0,Michael PICCOLRUAZ,ITA,29.6,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,20.0,Guillermo PEINADO FRANGANILLO,ESP,29.6,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,22.0,Oren PRIHED,ISR,29.4,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,22.0,Adi BARK,ISR,29.4,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Semi-final,24.0,Kento YAMAGUCHI,JPN,19.6,,2025-06-25,2025-06-29,2025-08-21T22:31:12.927372
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,1.0,Toby ROBERTS,GBR,69.8,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,2.0,Sorato ANRAKU,JPN,69.6,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,3.0,Hannes VAN DUYSEN,BEL,54.6,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,4.0,Maximillian MILNE,GBR,54.5,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,5.0,Dohyun LEE,KOR,44.9,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,6.0,Mejdi SCHALCK,FRA,44.3,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,7.0,Sohta AMAGASA,JPN,39.9,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Men,Final,8.0,Nicolai UZNIK,AUT,19.3,,2025-06-25,2025-06-29,2025-08-21T22:31:13.868997
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,1.0,Annie SANDERS,USA,84.5,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,2.0,Anon MATSUFUJI,JPN,68.6,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,3.0,Giorgia TESIO,ITA,68.4,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,4.0,Janja GARNBRET,SLO,60.0,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,5.0,Mao NAKAMURA,JPN,59.7,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,6.0,Camilla MORONI,ITA,59.2,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,7.0,Oriane BERTONE,FRA,54.9,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,8.0,Melody SEKIKAWA,JPN,54.4,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,9.0,Zélia AVEZOU,FRA,54.0,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,10.0,Ayala KEREM,ISR,53.9,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,11.0,Katja DEBEVEC,SLO,44.9,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,11.0,Agathe CALLIET,FRA,44.9,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,13.0,Miho NONAKA,JPN,44.8,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,13.0,Emma EDWARDS,GBR,44.8,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,13.0,Chaehyun SEO,KOR,44.8,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,16.0,Jennifer Eucharia BUCKLEY,SLO,44.7,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,16.0,Erin MCNEICE,GBR,44.7,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,18.0,Selma ELHADJ MIMOUNE,FRA,44.6,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,19.0,Lily ABRIAT,FRA,34.9,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,20.0,Adriene Akiko CLARK,USA,34.6,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,21.0,Anastasiia KOBETS,UKR,34.5,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,22.0,Sofya YOKOYAMA,SUI,29.3,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,23.0,Anna Maria APEL,GER,29.0,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Semi-final,24.0,Kaho MURAKOSHI,JPN,24.3,,2025-06-25,2025-06-29,2025-08-21T22:31:14.804147
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,1.0,Janja GARNBRET,SLO,99.3,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,2.0,Oriane BERTONE,FRA,69.8,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,3.0,Anon MATSUFUJI,JPN,59.5,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,4.0,Camilla MORONI,ITA,53.8,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,5.0,Mao NAKAMURA,JPN,53.6,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,6.0,Annie SANDERS,USA,44.6,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,7.0,Melody SEKIKAWA,JPN,29.3,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Boulder,Women,Final,8.0,Giorgia TESIO,ITA,10.0,,2025-06-25,2025-06-29,2025-08-21T22:31:15.543692
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,1.0,Neo SUZUKI,JPN,TOP,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,2.0,Toby ROBERTS,GBR,50+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,3.0,Jesse GRUPPER,USA,50+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,4.0,Max BERTONE,FRA,50,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,5.0,Alberto GINÉS LÓPEZ,ESP,49+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,6.0,Satone YOSHIDA,JPN,46+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,7.0,Dohyun LEE,KOR,45+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,8.0,Yannick FLOHÉ,GER,45+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,9.0,Sorato ANRAKU,JPN,45,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,10.0,Sam AVEZOU,FRA,44+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,11.0,Luka POTOCAR,SLO,43,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,12.0,Muhammad RIZKY SYAHRAFLI SIMATUPANG,INA,42,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,13.0,Giovanni PLACCI,ITA,41,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,14.0,Zento MURASHITA,JPN,40+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,15.0,Yannick NAGEL,GER,39+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,16.0,Putra TRI RAMADANI,INA,38+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,17.0,Jules MARCHALAND,FRA,38+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,18.0,Hannes VAN DUYSEN,BEL,37,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,19.0,Jakub KONECNY,CZE,35+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,20.0,Jonas UTELLI,SUI,35,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,21.0,Alexander MEGOS,GER,32+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,22.0,Martin STRANIK,CZE,32+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,23.0,Victor GUILLERMIN,FRA,31+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Semi-final,24.0,Sascha LEHMANN,SUI,18+,,2025-06-25,2025-06-29,2025-08-21T22:31:16.419609
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,1.0,Neo SUZUKI,JPN,TOP,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,2.0,Toby ROBERTS,GBR,TOP,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,3.0,Alberto GINÉS LÓPEZ,ESP,TOP,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,4.0,Satone YOSHIDA,JPN,TOP,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,5.0,Yannick FLOHÉ,GER,TOP,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,6.0,Max BERTONE,FRA,40,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,7.0,Dohyun LEE,KOR,38+,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Men,Final,8.0,Jesse GRUPPER,USA,33,,2025-06-25,2025-06-29,2025-08-21T22:31:17.143883
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,1.0,Janja GARNBRET,SLO,44+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,2.0,Erin MCNEICE,GBR,42+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,2.0,Laura ROGORA,ITA,42+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,2.0,Annie SANDERS,USA,42+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,5.0,Rosa REKAR,SLO,42+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,6.0,Lucka RAKOVEC,SLO,37+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,7.0,Heloïse DOUMONT,BEL,37+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,8.0,Chaehyun SEO,KOR,36+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,9.0,Michaela SMETANOVA,CZE,36+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,10.0,Chaeyeong KIM,KOR,36+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,11.0,Natsuki TANII,JPN,36,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,12.0,Manon HILY,FRA,35,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,13.0,Mattea PÖTZI,AUT,34+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,14.0,Ryu NAKAGAWA,JPN,34+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,15.0,Adriene Akiko CLARK,USA,34,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,16.0,Camille POUGET,FRA,31+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,17.0,Julia FISER,AUT,31,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,18.0,Zhilu LUO,CHN,30+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,19.0,Natsumi ODA,JPN,30+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,20.0,Lynn VAN DER MEER,NED,27,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,21.0,Zoe PEETERMANS,GBR,25+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,22.0,Ina PLASSOUX DJIGA,FRA,25+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,23.0,Mia KRAMPL,SLO,25,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Semi-final,24.0,Aleksandra TOTKOVA,BUL,24+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.055842
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,1.0,Janja GARNBRET,SLO,41,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,2.0,Laura ROGORA,ITA,33,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,3.0,Erin MCNEICE,GBR,32+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,4.0,Rosa REKAR,SLO,31+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,5.0,Annie SANDERS,USA,30,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,6.0,Chaehyun SEO,KOR,30,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,7.0,Heloïse DOUMONT,BEL,28+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Innsbruck 2025,Lead,Women,Final,8.0,Lucka RAKOVEC,SLO,19+,,2025-06-25,2025-06-29,2025-08-21T22:31:18.789691
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,1.0,Raharjati NURSAMSA,INA,4.73 (AsR),,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,2.0,Kiromal KATIBIN,INA,FALL,,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,3.0,Ryo OMASA,JPN,5.49,,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,4.0,Zach HAMMER,USA,FALL,,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,5.0,Amir MAIMURATOV,KAZ,FALL (4.99),,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,6.0,Leander CARMANNS,GER,7.34 (5.01),,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,7.0,Matteo ZURLONI,ITA,5.16 (5.11),,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,8.0,Reza ALIPOUR SHENAZANDIFARD,IRI,5.16,,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,9.0,Rishat KHAIBULLIN,KAZ,5.04,,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,10.0,Jianguo LONG,CHN,6.00 (5.06),,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
2025,IFSC World Cup Krakow 2025,Speed,Men,Final,11.0,Michael HOM,USA,7.54 (5.09),,2025-07-05,2025-07-06,2025-08-21T22:31:19.985316
