year,event,discipline,gender,round_type,round_name,rank,athlete,country,score,points,start_date,end_date,scraped_at
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,1.0,Dohyun LEE,KOR,124.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,1.0,Sorato ANRAKU,JPN,124.9,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,3.0,Dayan AKHTAR,GBR,124.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,3.0,Yuji FUJIWAKI,JPN,124.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,5.0,Toby ROBERTS,GBR,123.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,5.0,Mejdi SCHALCK,FRA,109.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,7.0,Paul JENFT,FRA,94.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,7.0,Anze PEHARC,SLO,109.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,9.0,Tomoa NARASAKI,JPN,94.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,9.0,Oren PRIHED,ISR,94.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,9.0,Alexander WALLER,USA,94.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,12.0,Colin DUFFY,USA,94.6,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,13.0,Meichi NARASAKI,JPN,93.6,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,13.0,Jan-Luca POSCH,AUT,93.6,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,13.0,Rei SUGIMOTO,JPN,94.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,16.0,Sam AVEZOU,FRA,94.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,17.0,Nikolay RUSEV,BUL,93.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,17.0,Thorben Perry BLOEM,GER,84.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,19.0,Sohta AMAGASA,JPN,79.9,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,19.0,Ziqi XU,CHN,83.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,21.0,Hannes VAN DUYSEN,BEL,79.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,21.0,Jiahao FU,CHN,78.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,23.0,Leo FAVOT,FRA,78.6,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,23.0,Benjamin HANNA,USA,78.0,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,25.0,Adrien LEMAIRE,FRA,69.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,25.0,Tim WÜRTHNER,GER,77.6,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,27.0,Elias ARRIAGADA KRÜGER,GER,69.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,27.0,Bharath PEREIRA,IND,69.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,29.0,Oscar BAUDRAND,CAN,69.1,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,29.0,Jinwei YAO,CHN,69.5,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,31.0,Thomas LEMAGNER,FRA,69.1,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,31.0,Xuanpu BAI,CHN,69.1,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,31.0,Hyunseung NOH,KOR,68.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,31.0,Darius RÂPĂ,ROU,69.1,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,35.0,Nicolas COLLIN,BEL,64.4,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,36.0,Yufei PAN,CHN,64.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,37.0,Nicolò SARTIRANA,ITA,64.1,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,37.0,Ram LEVIN,ISR,64.1,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,39.0,Samuel BUTTERWORTH,GBR,54.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,39.0,Beomjin PARK,KOR,59.5,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,41.0,Ardch INTRACHUPONGSE,THA,54.5,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,41.0,Matthew RODRIGUEZ,CAN,54.5,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,41.0,Luke GOH WEN BIN,SGP,54.5,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,41.0,Chih-En FAN,TPE,58.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,45.0,Edvards GRUZITIS,LAT,54.7,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,46.0,Gerald BAYO VEROSIL,SGP,53.9,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,47.0,Raffael GRUBER,AUT,54.0,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,47.0,Julian WIMMER,AUT,53.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,49.0,Yejun CHON,KOR,44.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,49.0,Niccolò Antony SALVATORE,ITA,44.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,49.0,Alexandru-Florian ZAHARIA,ROU,39.4,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,49.0,Ali SALIMIAN,IRI,44.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,49.0,Michael PICCOLRUAZ,ITA,39.4,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,54.0,Max KLEESATTEL,GER,29.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,55.0,Sascha LEHMANN,SUI,43.9,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,55.0,Nathan WHALEY,GBR,29.4,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,57.0,Dylan SMITH,CAN,29.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,57.0,Joshua GERHARDT,USA,29.3,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,59.0,Wan Tong LOK,MAC,28.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,59.0,Emil ZIMMERMANN,GER,19.9,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,61.0,Tzu-Yu CHOU,TPE,28.5,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,61.0,Qun Tao KE,MAS,19.1,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,63.0,Iman AREZEH,IRI,19.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,63.0,Vishak OOMMEN SHANKER,IND,10.0,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,65.0,Joaquin URRUTIA,CHI,9.8,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,65.0,Taher ALHADDAD,KSA,19.6,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,67.0,Man Hou LAM,MAC,9.2,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Qualification,Qualification,67.0,Yousef FATANI,KSA,0,,2025-04-18,2025-04-20,2025-08-22T11:52:26.296541
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,1.0,Dohyun LEE,KOR,99.3,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,2.0,Sorato ANRAKU,JPN,84.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,3.0,Mejdi SCHALCK,FRA,69.3,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,4.0,Oren PRIHED,ISR,69.1,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,5.0,Sam AVEZOU,FRA,68.8,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,6.0,Meichi NARASAKI,JPN,68.3,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,7.0,Tomoa NARASAKI,JPN,59.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,7.0,Paul JENFT,FRA,59.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,9.0,Sohta AMAGASA,JPN,59.3,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,10.0,Dayan AKHTAR,GBR,59.1,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,11.0,Rei SUGIMOTO,JPN,44.8,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,12.0,Thorben Perry BLOEM,GER,44.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,13.0,Leo FAVOT,FRA,43.5,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,14.0,Ziqi XU,CHN,43.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,15.0,Toby ROBERTS,GBR,39.5,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,16.0,Anze PEHARC,SLO,38.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,17.0,Jan-Luca POSCH,AUT,38.2,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,18.0,Nikolay RUSEV,BUL,34.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,18.0,Colin DUFFY,USA,34.4,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,20.0,Yuji FUJIWAKI,JPN,29.6,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,21.0,Benjamin HANNA,USA,25.0,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,22.0,Alexander WALLER,USA,24.5,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,23.0,Jiahao FU,CHN,19.5,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Semifinal,Semi-final,24.0,Hannes VAN DUYSEN,BEL,10.0,,2025-04-18,2025-04-20,2025-08-22T11:52:27.074864
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,1.0,Sorato ANRAKU,JPN,99.7,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,2.0,Dohyun LEE,KOR,99.3,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,3.0,Meichi NARASAKI,JPN,83.9,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,4.0,Tomoa NARASAKI,JPN,69.6,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,5.0,Mejdi SCHALCK,FRA,69.5,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,6.0,Sam AVEZOU,FRA,69.5,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,7.0,Paul JENFT,FRA,44.6,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Men,Final,Final,8.0,Oren PRIHED,ISR,29.7,,2025-04-18,2025-04-20,2025-08-22T11:52:27.812593
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,1.0,Melody SEKIKAWA,JPN,84.8,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,1.0,Oriane BERTONE,FRA,84.8,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,1.0,Maya STASIUK,AUS,84.6,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,4.0,Mao NAKAMURA,JPN,84.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,4.0,Oceania MACKENZIE,AUS,84.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,6.0,Annie SANDERS,USA,84.3,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,7.0,Erin MCNEICE,GBR,84.2,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,7.0,Agathe CALLIET,FRA,84.0,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,7.0,Yuetong ZHANG,CHN,84.0,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,10.0,Kyra CONDIE,USA,69.6,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,11.0,Anon MATSUFUJI,JPN,69.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,11.0,Miho NONAKA,JPN,75.0,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,11.0,Futaba ITO,JPN,69.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,14.0,Chaehyun SEO,KOR,74.7,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,15.0,Jennifer Eucharia BUCKLEY,SLO,74.3,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,15.0,Mashiro KUZUU,JPN,68.9,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,17.0,Sofya YOKOYAMA,SUI,68.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,17.0,Cloe COSCOY,USA,69.6,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,19.0,Katja DEBEVEC,SLO,59.9,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,19.0,Adriene Akiko CLARK,USA,69.3,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,21.0,Sara COPAR,SLO,59.8,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,21.0,Lea KEMPF,AUT,69.1,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,23.0,Anna Maria APEL,GER,68.9,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,23.0,Roxana WIENAND,GER,59.7,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,23.0,Zoe PEETERMANS,GBR,59.7,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,26.0,Nekaia SANDERS,USA,68.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,27.0,Camilla MORONI,ITA,68.4,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,27.0,Yejin JUNG,KOR,59.6,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,29.0,Ingrid KINDLIHAGEN,NOR,59.9,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,29.0,Gayeong OH,KOR,59.2,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,31.0,Giorgia TESIO,ITA,54.3,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,31.0,Chloe CAULIER,BEL,59.8,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,33.0,Zhilu LUO,CHN,59.7,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,33.0,Ruby DANZIGER,ISR,44.7,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,35.0,Sandra HOPFENSITZ,GER,44.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,35.0,Emma EDWARDS,GBR,59.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,37.0,Martina BURŠÍKOVÁ,SVK,44.1,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,37.0,Irina DAZIANO,ITA,54.3,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,39.0,Jacqueline HO,CAN,45.0,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,39.0,Sandra LETTNER,AUT,44.0,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,41.0,Alma BESTVATER,GER,35.0,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,41.0,Yajun HUANG,CHN,44.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,43.0,Francesca MATUELLA,ITA,34.6,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,43.0,Jiaxuan YANG,CHN,34.6,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,43.0,Ella FISHER,USA,43.8,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,46.0,Vanessa Si Yinn TENG,SGP,35.0,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,47.0,Afra HÖNIG,GER,34.8,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,47.0,Giulia MEDICI,ITA,34.5,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,49.0,Ting-Chen YAO,TPE,33.8,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,49.0,Shareen MOHD NASRAN,MAS,34.7,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,51.0,Yali WEI,CHN,34.4,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
2025,IFSC World Cup Keqiao 2025,Boulder,Women,Qualification,Qualification,51.0,Ka Kei CHU,MAC,24.9,,2025-04-18,2025-04-20,2025-08-22T11:52:28.561622
