year,event,discipline,gender,round_type,round_name,rank,athlete,country,score,points,start_date,end_date,scraped_at
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,36.0,Nicolas COLLIN,BEL,49.6,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,37.0,Tim WÜRTHNER,GER,59.4,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,37.0,Lucas TRANDAFIR,GER,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,39.0,Thorben Perry BLOEM,GER,39.8,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,39.0,Benjamin HANNA,USA,54.6,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,39.0,Benjamin VARGAS,CHI,39.8,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,42.0,Samuel BUTTERWORTH,GBR,54.4,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,43.0,Niccolò Antony SALVATORE,ITA,39.7,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,43.0,Slav KIROV,BUL,54.3,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,45.0,Hugo DORVAL,CAN,54.1,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,45.0,Cozmo ROTHFORK,USA,39.3,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,47.0,Joaquin URRUTIA,CHI,44.7,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,47.0,Rodrigo IASI HANADA,BRA,38.7,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,49.0,Alexandru-Florian ZAHARIA,ROU,43.4,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,49.0,Vail EVERETT,USA,34.9,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,51.0,Leo FAVOT,FRA,39.2,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,51.0,Ido FIDEL,ISR,29.6,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,53.0,Joshua GERHARDT,USA,20.0,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,53.0,Isaac LEFF,USA,34.7,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,55.0,Cheuk-Hei HO,HKG,29.5,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,55.0,Timo OSSIG,GER,19.7,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,57.0,Ariel GONZALEZ,CRC,19.7,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,57.0,Andrés ORTEGA FOSADO,MEX,18.3,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,59.0,Jair Octavio MORENO MONTOYA,MEX,9.7,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,59.0,Tomas CASAS,CRC,19.4,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,61.0,Jonathan Odiel BENITEZ RODRIGUEZ,HON,0,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Qualification,Qualification,61.0,Aj GOLDSMITH,NZL,10.0,,2025-05-23,2025-05-25,2025-08-22T11:52:51.960561
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,1.0,Sorato ANRAKU,JPN,84.3,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,2.0,Dohyun LEE,KOR,74.5,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,3.0,Mejdi SCHALCK,FRA,69.2,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,4.0,Yuji FUJIWAKI,JPN,67.7,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,5.0,Sohta AMAGASA,JPN,59.3,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,6.0,Rei SUGIMOTO,JPN,53.8,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,7.0,Colin DUFFY,USA,49.8,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,7.0,Meichi NARASAKI,JPN,49.8,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,9.0,Hamish MCARTHUR,GBR,44.5,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,10.0,Tomoa NARASAKI,JPN,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,10.0,Jack MACDOUGALL,GBR,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,12.0,Dayan AKHTAR,GBR,44.0,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,13.0,Hannes VAN DUYSEN,BEL,43.8,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,14.0,Paul JENFT,FRA,35.0,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,15.0,Oscar BAUDRAND,CAN,34.4,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,16.0,Maximillian MILNE,GBR,19.7,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,17.0,Thomas LEMAGNER,FRA,19.5,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,18.0,Anze PEHARC,SLO,19.4,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,19.0,Nikolay RUSEV,BUL,9.8,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,20.0,Ardch INTRACHUPONGSE,THA,9.6,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,20.0,Elias ARRIAGADA KRÜGER,GER,9.6,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,22.0,Raffael GRUBER,AUT,9.3,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,23.0,Adam SHAHAR,USA,0,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Semifinal,Semi-final,23.0,Julian WIMMER,AUT,0,,2025-05-23,2025-05-25,2025-08-22T11:52:52.736463
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,1.0,Sorato ANRAKU,JPN,84.4,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,2.0,Sohta AMAGASA,JPN,69.6,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,3.0,Dohyun LEE,KOR,69.5,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,4.0,Colin DUFFY,USA,59.6,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,5.0,Meichi NARASAKI,JPN,54.8,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,6.0,Mejdi SCHALCK,FRA,54.4,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,7.0,Yuji FUJIWAKI,JPN,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Men,Final,Final,8.0,Rei SUGIMOTO,JPN,29.5,,2025-05-23,2025-05-25,2025-08-22T11:52:53.432773
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,1.0,Oriane BERTONE,FRA,125.0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,2.0,Miho NONAKA,JPN,124.8,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,3.0,Melody SEKIKAWA,JPN,124.7,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,3.0,Futaba ITO,JPN,124.7,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,5.0,Naïlé MEIGNAN,FRA,124.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,6.0,Zélia AVEZOU,FRA,124.4,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,6.0,Emma EDWARDS,GBR,124.4,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,8.0,Oceania MACKENZIE,AUS,124.2,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,9.0,Annie SANDERS,USA,109.7,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,10.0,Anon MATSUFUJI,JPN,109.6,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,11.0,Mao NAKAMURA,JPN,109.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,12.0,Camilla MORONI,ITA,109.0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,12.0,Madison RICHARDSON,CAN,109.0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,14.0,Giorgia TESIO,ITA,99.6,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,15.0,Sofya YOKOYAMA,SUI,94.8,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,16.0,Mashiro KUZUU,JPN,94.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,17.0,Kyra CONDIE,USA,94.4,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,18.0,Helen GILLETT,USA,94.0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,19.0,Agathe CALLIET,FRA,84.9,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,20.0,Afra HÖNIG,GER,84.4,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,20.0,Chloe CAULIER,BEL,84.4,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,22.0,Cloe COSCOY,USA,84.3,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,23.0,Gayeong OH,KOR,79.3,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,24.0,Martina BURŠÍKOVÁ,SVK,69.9,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,25.0,Quinn MASON,USA,69.8,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,26.0,Zoe PEETERMANS,GBR,69.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,26.0,Ruby DANZIGER,ISR,69.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,28.0,Lucija TARKUS,SLO,69.4,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,29.0,Nekaia SANDERS,USA,69.3,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,29.0,Adriene Akiko CLARK,USA,69.3,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,31.0,Flora OBLASSER,AUT,69.1,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,32.0,Valentina AGUADO,ARG,68.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,33.0,Alma BESTVATER,GER,59.9,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,34.0,Anna KELLEY,CAN,59.7,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,35.0,Yejin JUNG,KOR,59.2,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,36.0,Paloma SLOWIK,USA,55.0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,37.0,Irina DAZIANO,ITA,53.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,38.0,Giulia MEDICI,ITA,44.7,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,39.0,Maya MADERE,USA,44.4,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,40.0,Franziska STERRER,AUT,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,40.0,Ella FISHER,USA,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,42.0,Sandra LETTNER,AUT,44.2,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,43.0,Ada KARLSBRUN,ISR,44.0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,44.0,Laura FARHAT DE ARAUJO FRAGA TIMO,BRA,34.9,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,45.0,Jacqueline HO,CAN,20.0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,46.0,Iris HEIKKINEN,FIN,19.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,47.0,Tseng-Shun WONG,HKG,9.9,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,47.0,Arantza FERNÁNDEZ GUTIERREZ,MEX,9.9,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,49.0,Pernille TVEDT,NOR,9.5,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Qualification,Qualification,50.0,Natalia De Jesús GONZÁLEZ,MEX,0,,2025-05-23,2025-05-25,2025-08-22T11:52:54.289331
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,1.0,Zélia AVEZOU,FRA,100.0,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,2.0,Mao NAKAMURA,JPN,100.0,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,3.0,Annie SANDERS,USA,99.7,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,4.0,Naïlé MEIGNAN,FRA,99.6,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,5.0,Futaba ITO,JPN,84.9,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,6.0,Oceania MACKENZIE,AUS,84.9,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,7.0,Oriane BERTONE,FRA,84.7,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,8.0,Miho NONAKA,JPN,84.6,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,9.0,Helen GILLETT,USA,84.6,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,10.0,Emma EDWARDS,GBR,84.3,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,11.0,Camilla MORONI,ITA,84.3,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,12.0,Agathe CALLIET,FRA,69.6,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,13.0,Melody SEKIKAWA,JPN,69.1,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,14.0,Anon MATSUFUJI,JPN,59.8,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,15.0,Kyra CONDIE,USA,59.8,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,16.0,Chloe CAULIER,BEL,59.7,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,17.0,Afra HÖNIG,GER,54.9,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,18.0,Cloe COSCOY,USA,54.1,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,19.0,Sofya YOKOYAMA,SUI,44.6,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,20.0,Giorgia TESIO,ITA,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,21.0,Gayeong OH,KOR,29.0,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,22.0,Mashiro KUZUU,JPN,19.1,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,23.0,Martina BURŠÍKOVÁ,SVK,19.1,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Semifinal,Semi-final,24.0,Madison RICHARDSON,CAN,10.0,,2025-05-23,2025-05-25,2025-08-22T11:52:55.089607
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,1.0,Mao NAKAMURA,JPN,84.7,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,2.0,Zélia AVEZOU,FRA,70.0,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,3.0,Annie SANDERS,USA,70.0,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,4.0,Oriane BERTONE,FRA,70.0,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,5.0,Naïlé MEIGNAN,FRA,69.9,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,6.0,Miho NONAKA,JPN,69.4,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,7.0,Oceania MACKENZIE,AUS,44.8,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Salt Lake City 2025,Boulder,Women,Final,Final,8.0,Futaba ITO,JPN,44.3,,2025-05-23,2025-05-25,2025-08-22T11:52:55.786457
2025,IFSC World Cup Denver 2025,Speed,Men,Qualification,Qualification,1.0,Kiromal KATIBIN,INA,4.83,,2025-05-31,2025-06-01,2025-08-22T11:52:56.884852
2025,IFSC World Cup Denver 2025,Speed,Men,Qualification,Qualification,2.0,Zach HAMMER,USA,4.88,,2025-05-31,2025-06-01,2025-08-22T11:52:56.884852
2025,IFSC World Cup Denver 2025,Speed,Men,Qualification,Qualification,3.0,Samuel WATSON,USA,4.89,,2025-05-31,2025-06-01,2025-08-22T11:52:56.884852
2025,IFSC World Cup Denver 2025,Speed,Men,Qualification,Qualification,4.0,Shouhong CHU,CHN,4.90,,2025-05-31,2025-06-01,2025-08-22T11:52:56.884852
2025,IFSC World Cup Denver 2025,Speed,Men,Qualification,Qualification,5.0,Jianguo LONG,CHN,5.03,,2025-05-31,2025-06-01,2025-08-22T11:52:56.884852
2025,IFSC World Cup Denver 2025,Speed,Men,Qualification,Qualification,6.0,Amir MAIMURATOV,KAZ,5.04,,2025-05-31,2025-06-01,2025-08-22T11:52:56.884852
2025,IFSC World Cup Denver 2025,Speed,Men,Qualification,Qualification,7.0,Leander CARMANNS,GER,5.095,,2025-05-31,2025-06-01,2025-08-22T11:52:56.884852
